,序号,ID,姓名,所属公司ID,所属公司,基金ID,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
2598,2599,30734354,赵骥,80391977,华泰证券(上海)资产管理,"007819,007820,007821,007822,008982,015307,015649,015650,015651,940018,940037","华泰紫金丰益中短债A,华泰紫金丰益中短债C,华泰紫金丰利中短债发起A,华泰紫金丰利中短债发起C,华泰紫金智鑫3月定开债,华泰紫金智享一年定开债券发起,华泰紫金货币增利A,华泰紫金货币增利B,华泰紫金货币增利E,华泰紫金天天发货币,华泰紫金货币增利C",284,630.53,8.49
2599,2600,30750443,智健,80000224,国泰基金,020015,国泰区位优势混合,179,1.44,-23.48
2600,2601,30540363,张建,80000227,长盛基金,"006902,006903,014465","长盛安鑫中短债A,长盛安鑫中短债C,长盛安鑫中短债D",159,8.98,1.42
2601,2602,30758868,赵建,80064225,工银瑞信基金,"014799,014800","工银招瑞一年持有混合A,工银招瑞一年持有混合C",81,20.56,-2.91
2602,2603,30335060,左金保,80000243,长信基金,"004221,004858,004925,013151,013153,013154,163001,519929,519965,519975,519983","长信量化先锋混合C,长信量化多策略股票C,长信低碳环保行业量化股票A,长信低碳环保行业量化股票C,长信电子信息量化灵活配置混合C,长信医疗保健混合(LOF)C,长信医疗保健混合(LOF)A,长信电子信息量化灵活配置混合A,长信量化多策略股票A,长信量化中小盘股票,长信量化先锋混合A",2615,26.76,101.67
2603,2604,30189437,周锦程,80156777,浙商基金,"002830,006102,006284,007459,008605,009181,009182,009568,009569,009677,009678,012604,166803","浙商惠丰定开债,浙商丰利增强债券,浙商兴永三个月定开债发起式,浙商惠睿纯债债券,浙商惠民纯债C,浙商智多兴稳健回报一年持有混合A,浙商智多兴稳健回报一年持有混合C,浙商智多宝稳健一年持有期A,浙商智多宝稳健一年持有期C,浙商智多益稳健一年持有期混合A,浙商智多益稳健一年持有期混合C,浙商兴盛一年定开债券型发起式,浙商惠民纯债A",1908,141.43,76.18
2604,2605,30493595,张剑峰,80064225,工银瑞信基金,001158,工银新材料新能源股票,2059,18.83,86.43
2605,2606,30678620,曾健飞,80280038,前海开源基金,"000536,002971,002972,003254,003255,004218,005323,005324,007502","前海开源可转债债券,前海开源鼎安债券A,前海开源鼎安债券C,前海开源鼎裕债券A,前海开源鼎裕债券C,前海开源裕和混合A,前海开源泽鑫混合A,前海开源泽鑫混合C,前海开源裕和混合C",1005,38.15,52.17
2606,2607,30413764,祝建辉,80000237,银河基金,"008709,519610,519611,519612,519623,519624,519627,519628,519640,519641,519647,519668,519676","银河龙头股票,银河旺利混合A,银河旺利混合C,银河旺利混合I,银河君耀混合A,银河君耀混合C,银河君润混合A,银河君润混合C,银河鸿利混合A,银河鸿利混合C,银河鸿利混合I,银河成长混合,银河强化债券",2325,17.69,101.37
2607,2608,30201969,张俊杰,80000225,大成基金,"000128,000129,001497,001516,001697,001698,001699,002086,002200,002201,002202,003252,003253,012937,015632,090021,090023,091021,091023,511690,519898,519899","大成景安短融债券A,大成景安短融债券B,大成月添利一个月滚动持有中短债E,大成安汇金融债E,大成恒丰宝货币A,大成恒丰宝货币B,大成恒丰宝货币E,大成景安短融债券E,大成慧成货币A,大成慧成货币B,大成慧成货币E,大成添益交易型货币A,大成添益交易型货币B,大成惠业一年定开债发起式,大成惠瑞一年定开债券发起式,大成月添利一个月滚动持有中短债A,大成安汇金融债C,大成月添利一个月滚动持有中短债B,大成安汇金融债A,大成添益交易型货币E,大成现金宝货币A,大成现金宝货币B",2498,258.87,6.59
2608,2609,30733020,周建鉴,80403111,浙商证券资管,508001,沪杭甬杭徽REIT,337,41.75,
2609,2610,30600699,张佳蕾,80000230,鹏华基金,"000569,002318,004896,006434,006456,007000,007001,007309,009276,009742,009743,009745,009746,012648,012649,014610,160606,160609,511820","鹏华增值宝货币,鹏华添利交易型货币A,鹏华兴鑫宝货币A,鹏华3个月中短债A,鹏华3个月中短债C,鹏华中债1-3年国开行债A,鹏华中债1-3年国开行债C,鹏华9-10年利率发起式债券A,鹏华9-10年利率发起式债券C,鹏华中债-0-3年AA+优选信用债A,鹏华中债-0-3年AA+优选信用债C,鹏华中债1-3隐含评级AAA指数A,鹏华中债1-3隐含评级AAA指数C,鹏华稳泰30天滚动持有债券A,鹏华稳泰30天滚动持有债券C,鹏华兴鑫宝货币C,鹏华货币A,鹏华货币B,鹏华添利交易型货币B",1299,1826.64,8.73
2610,2611,30515274,朱建明,80000236,宝盈基金,"000794,000796,015574,015575,213002,213003","宝盈睿丰创新混合A/B,宝盈睿丰创新混合C,宝盈新能源产业混合发起式A,宝盈新能源产业混合发起式C,宝盈泛沿海增长混合,宝盈策略增长混合",1951,16.43,45.01
2611,2612,30185789,周楷宁,80041198,天弘基金,"010824,010825,015459,420001","天弘创新成长混合发起式A,天弘创新成长混合发起式C,天弘精选混合C,天弘精选混合A",846,9.81,18.63
2612,2613,30072002,张俊生,80168726,平安基金,"009008,009009,167001,167002","平安科技创新混合A,平安科技创新混合C,平安鼎泰混合(LOF),平安鼎越混合(LOF)",2318,9.29,148.61
2613,2614,30417242,张建胜,80560392,博道基金,"012124,012125,013693","博道盛彦混合A,博道盛彦混合C,博道盛兴一年持有期混合",502,6.48,-3.49
2614,2615,30477254,张靖爽,80000246,海富通基金,"002172,008032,008231,009156,009157,010850,010851,519130,519137,519138","海富通新内需混合C,海富通裕昇三年定开债券,海富通裕通30个月定开债,海富通富泽混合A,海富通富泽混合C,海富通富利三个月持有混合A,海富通富利三个月持有混合C,海富通新内需混合A,海富通瑞福债券,海富通瑞祥一年定开债券",2118,124.02,27.33
2615,2616,30550178,周建树,80049689,诺安基金,"000771,000779,001669,001867,005448,005480","诺安聚鑫宝货币A,诺安聚鑫宝货币B,诺安聚鑫宝货币C,诺安聚鑫宝货币D,诺安联创顺鑫A,诺安联创顺鑫C",1728,60.4,34.96
2616,2617,30757930,张景松,80000222,华夏基金,160325,华夏创业板两年定开混合,103,27.39,-22.83
2617,2618,30759491,朱剑胜,80016241,中金公司,"920003,920923","中金新锐股票A,中金新锐股票C",69,24.64,-23.18
2618,2619,30430383,张金涛,80000223,嘉实基金,"001878,009138,009139,010041,010042,012067,012068,012344,012345,013439,013440,160726","嘉实沪港深精选股票,嘉实瑞成两年持有期混合A,嘉实瑞成两年持有期混合C,嘉实港股优势混合A,嘉实港股优势混合C,嘉实蓝筹优势混合A,嘉实蓝筹优势混合C,嘉实领先优势混合A,嘉实领先优势混合C,嘉实产业优势混合A,嘉实产业优势混合C,嘉实瑞享定期混合",2174,197.73,83.16
2619,2620,30384828,张金涛,80000250,华宝基金,"000601,006881,240020","华宝创新优选混合,华宝大健康混合,华宝医药生物混合",922,19.89,-23.32
2620,2621,30762574,张剑滔,80074234,信达澳亚基金管理,"012772,610002","信达澳银精华配置混合C,信达澳银精华配置混合A",26,18.32,-4.11
2621,2622,30495643,周加文,80498278,汇安基金,"005360,005628,005629","汇安资产轮动混合,汇安趋势动力股票A,汇安趋势动力股票C",1890,0.17,6.73
2622,2623,30751760,张家旺,80000225,大成基金,090003,大成蓝筹稳健混合,162,15.12,-19.8
2623,2624,30718979,张剑鑫,80404004,长江证券(上海),"011446,011447,015320,015321","长江新能源产业混合发起A,长江新能源产业混合发起C,长江新兴产业混合A,长江新兴产业混合C",391,6.3,17.22
2624,2625,30685896,朱金钰,80065990,建信基金,"008706,008707,008708,008827,008828,009033,009034,012751,012752,012753,159981,518860,539001,539003","建信富时100指数(QDII)人民币C,建信富时100指数(QDII)美元现汇A,建信富时100指数(QDII)美元现汇C,建信易盛郑商所能源化工期货ETF联接A,建信易盛郑商所能源化工期货ETF联接C,建信上海金ETF联接A,建信上海金ETF联接C,建信纳斯达克100指数(QDII)美元现汇A,建信纳斯达克100指数(QDII)人民币C,建信纳斯达克100指数(QDII)美元现汇C,建信易盛能源化工期货ETF,建信上海金ETF,建信纳斯达克100指数(QDII)人民币A,建信富时100指数(QDII)人民币A",879,12.49,66.24
2625,2626,30353102,赵建忠,80048752,中银基金,"009477,009478,009479,009480,014226,014227,163808,163821,510270,515610,515670,518890","中银上海金ETF联接A,中银上海金ETF联接C,中银中证100ETF联接A,中银中证100ETF联接C,中银中证800ETF发起式联接A,中银中证800ETF发起式联接C,中银中证100指数增强,中银沪深300等权重指数,中银上证国企100ETF,中银中证800ETF,中银中证100ETF,中银上海金ETF",2528,8.77,18.42
2626,2627,30164255,张凯,80000235,银华基金,"002269,005037,005038,005260,005261,013174,159768,159776,159786,159987,161811,161812,161816,562300,562360","银华大数据灵活配置定开混合,银华新能源新材料A,银华新能源新材料C,银华稳健增利灵活配置混合A,银华稳健增利灵活配置混合C,银华华证ESG领先指数,银华中证内地地产主题ETF,银华中证港股通医药卫生综合ETF,银华中证虚拟现实主题ETF,银华中证研发创新100ETF,银华沪深300指数(LOF),银华深证100指数(LOF),银华中证等权重90指数(LOF),银华中证内地低碳经济主题ETF,银华中证机器人ETF",3464,36.13,67.19
2627,2628,30189744,张坤,80000229,易方达基金,"005827,009342,110011,118001","易方达蓝筹精选混合,易方达优质企业三年持有期混合,易方达优质精选混合(QDII),易方达亚洲精选股票",3511,849.27,463.47
2628,2629,30365048,张堃,80049689,诺安基金,"001743,012621,320003","诺安优选回报混合,诺安先锋混合C,诺安先锋混合A",2453,51.92,49.87
2629,2630,30724586,周珂,80538609,渤海汇金,"004786,004787,005428","渤海汇金汇添金货币A,渤海汇金汇添金货币B,渤海汇金汇添益3个月定开",467,17.34,5.99
2630,2631,30713930,张昆,80498278,汇安基金,"004560,004561,005212,007315,008624,008735,008818,009305,010270,012796,014072,014073","汇安丰益混合A,汇安丰益混合C,汇安稳裕债券,汇安嘉盈一年持有期债券A,汇安裕鑫12个月定开纯债债券,汇安盛鑫三年定开纯债债券,汇安恒鑫12个月定开纯债债券,汇安恒利39个月定开纯债债券,汇安嘉盈一年持有期债券C,汇安裕兴12个月定开纯债债券,汇安裕同纯债债券A,汇安裕同纯债债券C",594,137.26,9.38
2631,2632,30040525,郑可成,80000228,华安基金,"000072,000708,001139,002534,010522,010523,010813,010814,040019,040036,040037","华安稳健回报混合,华安安享混合,华安新动力灵活配置混合,华安稳固收益债券A,华安添禧一年持有期混合A,华安添禧一年持有期混合C,华安添益一年持有混合A,华安添益一年持有混合C,华安稳固收益债券C,华安安心收益债券A,华安安心收益债券B",4618,27.8,123.34
2632,2633,30652585,周克平,80000222,华夏基金,"000031,007349,007350,010106,010107,010518,010519,013962,013963,015073,501207","华夏复兴混合A,华夏科技创新混合A,华夏科技创新混合C,华夏核心科技6个月定开混合A,华夏核心科技6个月定开混合C,华夏先锋科技一年定开混合A,华夏先锋科技一年定开混合C,华夏创新视野一年持有混合A,华夏创新视野一年持有混合C,华夏复兴混合C,华夏创新未来混合(LOF)",1202,142.69,109.23
2633,2634,30272025,张凯瑜,80128562,富安达基金,"007520,012603,710501,710502","富安达富利纯债A,富安达富利纯债C,富安达现金通货币A,富安达现金通货币B",3388,58.01,34.24
2634,2635,30119501,郑磊,80053708,汇添富基金,"006113,008065,008066,009664,009665,011826,011827,013552,013553,470006","汇添富创新医药混合,汇添富中盘积极成长混合A,汇添富中盘积极成长混合C,汇添富医疗积极成长一年持有混合A,汇添富医疗积极成长一年持有混合C,汇添富健康生活一年持有混合A,汇添富健康生活一年持有混合C,汇添富成长领先混合A,汇添富成长领先混合C,汇添富医药保健混合A",2428,255.1,101.15
2635,2636,30360248,张林,80036782,招商基金,"001404,008655,008656","招商移动互联网产业股票基金,招商科技创新混合A,招商科技创新混合C",2484,18.17,59.77
2636,2637,30425857,张霖,80000249,新华基金,"003238,560660","新华外延增长主题灵活配置混合,新华中证云计算50ETF",1410,2.17,-21.22
2637,2638,30541348,张磊,80036782,招商基金,"002514,002515,217021","招商丰益混合A,招商丰益混合C,招商优势企业混合",1789,2.59,30.25
2638,2639,30599986,曾理,80000251,景顺长城基金,"000411,001362,001379,003318,005325,005326,007751,007760,014062,014063","景顺长城优质成长股票,景顺长城领先回报混合A,景顺长城领先回报混合C,景顺中证500行业中性低波动,景顺长城泰恒回报混合A,景顺长城泰恒回报混合C,景顺中证红利成长低波动A,景顺中证红利成长低波动C,景顺长城专精特新量化优选股票A,景顺长城专精特新量化优选股票C",1305,45.86,30.81
2639,2640,30549894,张露,80000223,嘉实基金,"000082,070013","嘉实研究阿尔法股票,嘉实研究精选混合A",1733,22.08,63.81
2640,2641,30608881,张亮,80000228,华安基金,"001445,014773,014774,014878,014879","华安国企改革主题灵活配置混合,华安品质领先混合A,华安品质领先混合C,华安价值驱动一年持有混合A,华安价值驱动一年持有混合C",1287,57.74,206.95
2641,2642,30657796,朱璘,80672691,睿远基金,"007119,007120","睿远成长价值混合A,睿远成长价值混合C",1141,280.9,44.09
2642,2643,30584716,张鹿,80000226,博时基金,"007985,010904,010905,010924","博时富悦纯债,博时双季鑫6个月持有混合A,博时双季鑫6个月持有混合C,博时双季鑫6个月持有混合B",1394,21.11,10.34
2643,2644,30691594,张磊,80000220,南方基金,"005207,202027","南方高端装备灵活配置混合C,南方高端装备灵活配置混合A",823,15.67,46.66
2644,2645,30671574,朱律,80000227,长盛基金,000063,长盛电子信息主题灵活配置混合,1084,3.97,54.97
2645,2646,30702355,张磊,80468996,前海联合,"002778,002779,003475,004128,006801,006802,007039,007040","新疆前海联合新思路混合A,新疆前海联合新思路混合C,前海联合沪深300指数A,前海联合泳隆混合A,前海联合科技先锋混合A,前海联合科技先锋混合C,前海联合沪深300指数C,前海联合泳隆混合C",701,4.24,18.91
2646,2647,30700212,张立,80049689,诺安基金,"006005,006006,320004,320008,320009","诺安鼎利混合A,诺安鼎利混合C,诺安优化收益债券,诺安增利债券A,诺安增利债券B",719,15.38,9.08
